"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"76430","BHARATFORG-Aug2026-2200-CE","BHARATFORG 25 AUG 2200 CALL","","5.0000","500","OPTSTK","D","NSE","118.3500","11.3500","2026-08-25 14:00:00","2200.0","15000"
"38339","BIOCON-Jul2026-545-PE","BIOCON 28 JUL 545 PUT","","5.0000","2500","OPTSTK","D","NSE","130.8500","82.0500","2026-07-28 14:00:00","545.0","50000"
"76431","BHARATFORG-Aug2026-2200-PE","BHARATFORG 25 AUG 2200 PUT","","5.0000","500","OPTSTK","D","NSE","208.6000","67.0000","2026-08-25 14:00:00","2200.0","15000"
"75691","BEL-Aug2026-240-CE","BEL 25 AUG 240 CALL","","5.0000","1425","OPTSTK","D","NSE","194.0500","149.5500","2026-08-25 14:00:00","240.0","57000"
"76436","BHARATFORG-Aug2026-2240-CE","BHARATFORG 25 AUG 2240 CALL","","5.0000","500","OPTSTK","D","NSE","111.8000","18.5000","2026-08-25 14:00:00","2240.0","15000"
"75692","BEL-Aug2026-240-PE","BEL 25 AUG 240 PUT","","5.0000","1425","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","240.0","57000"
"76437","BHARATFORG-Aug2026-2240-PE","BHARATFORG 25 AUG 2240 PUT","","5.0000","500","OPTSTK","D","NSE","247.6000","92.3000","2026-08-25 14:00:00","2240.0","15000"
"77027","BIOCON-Jul2026-570-CE","BIOCON 28 JUL 570 CALL","","5.0000","2500","OPTSTK","D","NSE","20.0500","0.0500","2026-07-28 14:00:00","570.0","50000"
"75693","BEL-Aug2026-260-CE","BEL 25 AUG 260 CALL","","5.0000","1425","OPTSTK","D","NSE","174.1500","129.6500","2026-08-25 14:00:00","260.0","57000"
"38356","BANKINDIA-Aug2026-135-PE","BANKINDIA 25 AUG 135 PUT","","1.0000","5200","OPTSTK","D","NSE","23.6000","0.0100","2026-08-25 14:00:00","135.0","156000"
"76438","BHARATFORG-Aug2026-2280-CE","BHARATFORG 25 AUG 2280 CALL","","5.0000","500","OPTSTK","D","NSE","93.3500","12.8500","2026-08-25 14:00:00","2280.0","15000"
"77028","BIOCON-Jul2026-570-PE","BIOCON 28 JUL 570 PUT","","5.0000","2500","OPTSTK","D","NSE","155.8000","107.0000","2026-07-28 14:00:00","570.0","50000"
"38360","BANKINDIA-Aug2026-140-CE","BANKINDIA 25 AUG 140 CALL","","1.0000","5200","OPTSTK","D","NSE","28.4000","0.0100","2026-08-25 14:00:00","140.0","156000"
"76441","BHARATFORG-Aug2026-2280-PE","BHARATFORG 25 AUG 2280 PUT","","5.0000","500","OPTSTK","D","NSE","281.7500","113.5500","2026-08-25 14:00:00","2280.0","15000"
"78922","BPCL-Aug2026-200-PE","BPCL 25 AUG 200 PUT","","5.0000","1975","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","200.0","79000"
"77029","BIOCON-Jul2026-590-CE","BIOCON 28 JUL 590 CALL","","5.0000","2500","OPTSTK","D","NSE","20.0500","0.0500","2026-07-28 14:00:00","590.0","50000"
"75694","BEL-Aug2026-260-PE","BEL 25 AUG 260 PUT","","5.0000","1425","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","260.0","57000"
"76442","BHARATFORG-Aug2026-2320-CE","BHARATFORG 25 AUG 2320 CALL","","5.0000","500","OPTSTK","D","NSE","77.3000","8.7000","2026-08-25 14:00:00","2320.0","15000"
"38550","BPCL-Aug2026-210-CE","BPCL 25 AUG 210 CALL","","5.0000","1975","OPTSTK","D","NSE","116.8500","76.8500","2026-08-25 14:00:00","210.0","79000"
"77032","BIOCON-Jul2026-590-PE","BIOCON 28 JUL 590 PUT","","5.0000","2500","OPTSTK","D","NSE","175.7500","126.9500","2026-07-28 14:00:00","590.0","50000"
"75695","BEL-Aug2026-280-CE","BEL 25 AUG 280 CALL","","5.0000","1425","OPTSTK","D","NSE","154.3000","109.8000","2026-08-25 14:00:00","280.0","57000"
"76447","BHARATFORG-Aug2026-2320-PE","BHARATFORG 25 AUG 2320 PUT","","5.0000","500","OPTSTK","D","NSE","317.2500","137.2500","2026-08-25 14:00:00","2320.0","15000"
"38551","BPCL-Aug2026-210-PE","BPCL 25 AUG 210 PUT","","5.0000","1975","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","210.0","79000"
"38340","BIOCON-Jul2026-610-CE","BIOCON 28 JUL 610 CALL","","5.0000","2500","OPTSTK","D","NSE","20.0500","0.0500","2026-07-28 14:00:00","610.0","50000"
"75696","BEL-Aug2026-280-PE","BEL 25 AUG 280 PUT","","5.0000","1425","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","280.0","57000"
"79561","BRITANNIA-Jul2026-6550-PE","BRITANNIA 28 JUL 6550 PUT","","5.0000","125","OPTSTK","D","NSE","1456.8500","1045.9500","2026-07-28 14:00:00","6550.0","5000"
"76448","BHARATFORG-Aug2026-2360-CE","BHARATFORG 25 AUG 2360 CALL","","5.0000","500","OPTSTK","D","NSE","55.4000","0.0500","2026-08-25 14:00:00","2360.0","15000"
"78925","BPCL-Aug2026-220-CE","BPCL 25 AUG 220 CALL","","5.0000","1975","OPTSTK","D","NSE","106.9500","66.9500","2026-08-25 14:00:00","220.0","79000"
"38341","BIOCON-Jul2026-610-PE","BIOCON 28 JUL 610 PUT","","5.0000","2500","OPTSTK","D","NSE","195.7000","146.9000","2026-07-28 14:00:00","610.0","50000"
"75697","BEL-Aug2026-300-CE","BEL 25 AUG 300 CALL","","5.0000","1425","OPTSTK","D","NSE","134.4500","90.0500","2026-08-25 14:00:00","300.0","57000"
"79562","BRITANNIA-Jul2026-6650-CE","BRITANNIA 28 JUL 6650 CALL","","5.0000","125","OPTSTK","D","NSE","20.0500","0.0500","2026-07-28 14:00:00","6650.0","5000"
"76449","BHARATFORG-Aug2026-2360-PE","BHARATFORG 25 AUG 2360 PUT","","5.0000","500","OPTSTK","D","NSE","353.7500","162.9500","2026-08-25 14:00:00","2360.0","15000"
"77035","BIOCON-Aug2026-260-CE","BIOCON 25 AUG 260 CALL","","5.0000","2500","OPTSTK","D","NSE","203.5000","154.7000","2026-08-25 14:00:00","260.0","50000"
"38361","BANKINDIA-Aug2026-140-PE","BANKINDIA 25 AUG 140 PUT","","1.0000","5200","OPTSTK","D","NSE","25.6000","0.0100","2026-08-25 14:00:00","140.0","156000"
"75698","BEL-Aug2026-300-PE","BEL 25 AUG 300 PUT","","5.0000","1425","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","300.0","57000"
"79563","BRITANNIA-Jul2026-6650-PE","BRITANNIA 28 JUL 6650 PUT","","5.0000","125","OPTSTK","D","NSE","1556.6000","1145.7000","2026-07-28 14:00:00","6650.0","5000"
"76450","BHARATFORG-Aug2026-2400-CE","BHARATFORG 25 AUG 2400 CALL","","5.0000","500","OPTSTK","D","NSE","51.4500","3.1500","2026-08-25 14:00:00","2400.0","15000"
"77036","BIOCON-Aug2026-260-PE","BIOCON 25 AUG 260 PUT","","5.0000","2500","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","260.0","50000"
"38362","BANKINDIA-Aug2026-145-CE","BANKINDIA 25 AUG 145 CALL","","1.0000","5200","OPTSTK","D","NSE","27.4500","0.0100","2026-08-25 14:00:00","145.0","156000"
"75699","BEL-Aug2026-310-CE","BEL 25 AUG 310 CALL","","5.0000","1425","OPTSTK","D","NSE","124.5000","80.2000","2026-08-25 14:00:00","310.0","57000"
"79568","BRITANNIA-Jul2026-6750-CE","BRITANNIA 28 JUL 6750 CALL","","5.0000","125","OPTSTK","D","NSE","20.0500","0.0500","2026-07-28 14:00:00","6750.0","5000"
