"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"500408","TATAELXSI","Tata Elxsi","A","5.0000","1","ES","E","BSE","4760.2500","3894.7500","","","23049"
"505523","MAHACORP","Maharashtra Corp.","X","1.0000","1","ES","E","BSE","0.3900","0.2700","","","80000"
"10415","MUTHOOTCAP","Muthoot Capital Services","EQ","1.0000","1","ES","E","NSE","241.7000","161.1400","","","496468"
"9039","UFO","Ufo Moviez India","EQ","1.0000","1","ES","E","NSE","78.0100","52.0100","","","1269242"
"539230","CHEMIESYNT","Chemiesynth (Vapi) Limite","X","1.0000","1","ES","E","BSE","43.5500","39.4100","","","80000"
"592","GRAPHITE","Graphite India","EQ","5.0000","1","ES","E","NSE","774.8000","516.6000","","","154737"
"13260","KEC","Kec International","EQ","5.0000","1","ES","E","NSE","672.6500","448.4500","","","178353"
"500440","HINDALCO","Hindalco Industries","A","5.0000","1","ES","E","BSE","1066.8000","872.9000","","","101125"
"542931","VARDHANCFL","Vardhan Capital & Finance","XT","1.0000","1","ES","E","BSE","21.9900","2.2000","","","80000"
"13812","FEL","Future Enterprises Ltd","BZ","1.0000","1","ES","E","NSE","0.4300","0.4100","","","14876224"
"532637","MANGALAM","Mangalam Drugs & Organics","T","1.0000","1","ES","E","BSE","34.1200","30.8800","","","517583"
"9641","KHANDSE","Khandwala Securities","EQ","1.0000","1","ES","E","NSE","21.7200","14.4800","","","498799"
"3772","WILLAMAGOR","Williamson Magor","EQ","1.0000","1","ES","E","NSE","31.6000","21.0800","","","358272"
"4422","INDIANCARD","Indian Card Clothing Co.","EQ","1.0000","1","ES","E","NSE","232.5000","155.0000","","","194274"
"15342","SHALPAINTS","Shalimar Paints","EQ","1.0000","1","ES","E","NSE","62.4100","41.6100","","","1922678"
"526981","SHBAJRG","Shri Bajrang Alliance Lim","X","5.0000","1","ES","E","BSE","188.7500","125.8500","","","80000"
"523722","SVAMSOF","Svam Software Ltd.","XT","1.0000","1","ES","E","BSE","8.8700","8.0300","","","80000"
"534639","VINAYAKPOL","Vinayak Polycon Internati","X","1.0000","1","ES","E","BSE","21.5200","19.4800","","","80000"
"17","GATECHDVR","GACM Technologies ( DVR )","EQ","1.0000","1","ES","E","NSE","0.5200","0.3600","","","6202074"
"524031","PATIDAR","Patidar Buildcon","X","1.0000","1","ES","E","BSE","9.9700","9.0300","","","80000"
"539661","ACEMEN","Ace Men Engg Works Limited","X","5.0000","1","ES","E","BSE","106.9500","96.8500","","","80000"
"513460","MAHALXSE","Mahalaxmi Seamless","Z","1.0000","1","ES","E","BSE","9.6300","8.7300","","","80000"
"5378","ASAHIINDIA","Asahi India Glass","EQ","5.0000","1","ES","E","NSE","1027.4000","685.0000","","","116756"
"540210","HEADSUP","The Mandhana Retail Ventu","B","1.0000","1","ES","E","BSE","8.4200","5.6200","","","722101"
"508869","APOLLOHOSP","Apollo Hospitals","A","5.0000","1","ES","E","BSE","8331.7000","6816.9000","","","13084"
"542812","FLUOROCHEM","Gujarat Fluorochemicals","A","5.0000","1","ES","E","BSE","3821.5500","2547.7500","","","31307"
"524404","MARKSANS","Marksans Pharma","A","5.0000","1","ES","E","BSE","207.9500","138.6500","","","577036"
"18889","KSL","Kalyani Steels","EQ","5.0000","1","ES","E","NSE","839.3000","559.6000","","","142963"
"535602","SHARDAMOTR","Sharda Motor Industries","B","5.0000","1","ES","E","BSE","972.1500","648.1500","","","123139"
"14562","ZENITHSTL","Zenith Steel Pip Ind Ltd","EQ","1.0000","1","ES","E","NSE","5.7800","5.2400","","","4652570"
"517168","SUBROS","Subros","B","5.0000","1","ES","E","BSE","825.6000","550.4000","","","145410"
"532555","NTPC","NTPC","A","5.0000","1","ES","E","BSE","429.6500","351.5500","","","252113"
"532372","VIRINCHI","Virinchi","B","1.0000","1","ES","E","BSE","21.0400","17.2200","","","3356553"
